,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,reals_8,reals_9,reals_10,reals_11,reals_12,reals_13,reals_14,reals_15,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7,imags_8,imags_9,imags_10,imags_11,imags_12,imags_13,imags_14,imags_15
132761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039305e-13,2.022256198407861e-13,3.0333842976117905e-13,4.044512396815722e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427512e-13,8.089024793631444e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058958e-12
132762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117895e-13,4.0445123968157205e-13,5.055640496019648e-13,6.066768595223579e-13,7.077896694427508e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039296e-12,1.1122409091243232e-12,1.2133537190447158e-12,1.3144665289651094e-12,1.4155793388855016e-12,1.5166921488058956e-12
132772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058956e-12
132785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117905e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
132792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.03338429761179e-13,4.04451239681572e-13,5.055640496019649e-13,6.06676859522358e-13,7.077896694427511e-13,8.08902479363144e-13,9.100152892835374e-13,1.0111280992039298e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058956e-12
132795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039305e-13,2.022256198407861e-13,3.0333842976117905e-13,4.044512396815722e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427512e-13,8.089024793631444e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058952e-12
132799,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.0333842976117905e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427512e-13,8.089024793631443e-13,9.100152892835372e-13,1.0111280992039302e-12,1.112240909124323e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.516692148805895e-12
132811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039299e-13,2.0222561984078598e-13,3.03338429761179e-13,4.0445123968157195e-13,5.055640496019652e-13,6.06676859522358e-13,7.077896694427512e-13,8.089024793631439e-13,9.100152892835372e-13,1.0111280992039304e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058952e-12
132824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.033384297611791e-13,4.0445123968157216e-13,5.055640496019652e-13,6.066768595223582e-13,7.077896694427514e-13,8.089024793631443e-13,9.100152892835374e-13,1.0111280992039304e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855028e-12,1.5166921488058952e-12
132863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.03338429761179e-13,4.04451239681572e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427511e-13,8.08902479363144e-13,9.100152892835372e-13,1.0111280992039302e-12,1.112240909124323e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
132891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117895e-13,4.0445123968157205e-13,5.055640496019648e-13,6.066768595223579e-13,7.077896694427508e-13,8.089024793631441e-13,9.100152892835374e-13,1.0111280992039296e-12,1.1122409091243232e-12,1.2133537190447158e-12,1.3144665289651096e-12,1.4155793388855016e-12,1.5166921488058956e-12
132948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835374e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.516692148805895e-12
132951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039305e-13,2.022256198407861e-13,3.0333842976117895e-13,4.044512396815722e-13,5.055640496019649e-13,6.066768595223579e-13,7.077896694427511e-13,8.089024793631444e-13,9.100152892835374e-13,1.0111280992039298e-12,1.1122409091243232e-12,1.2133537190447158e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058956e-12
132966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427512e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058952e-12
132968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835374e-13,1.01112809920393e-12,1.1122409091243234e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
132995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039305e-13,2.022256198407861e-13,3.033384297611791e-13,4.044512396815722e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427512e-13,8.089024793631444e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058956e-12
133021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.033384297611791e-13,4.0445123968157216e-13,5.055640496019653e-13,6.066768595223582e-13,7.077896694427514e-13,8.089024793631443e-13,9.100152892835374e-13,1.0111280992039306e-12,1.1122409091243234e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855028e-12,1.5166921488058956e-12
133065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.03338429761179e-13,4.04451239681572e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427511e-13,8.08902479363144e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
133114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039309e-13,2.0222561984078618e-13,3.0333842976117926e-13,4.0445123968157236e-13,5.055640496019655e-13,6.066768595223585e-13,7.077896694427515e-13,8.089024793631447e-13,9.100152892835378e-13,1.011128099203931e-12,1.1122409091243242e-12,1.213353719044717e-12,1.3144665289651106e-12,1.415579338885503e-12,1.516692148805896e-12
133233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.033384297611791e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427511e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
133234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.10015289283537e-13,1.01112809920393e-12,1.112240909124323e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.516692148805895e-12
